Competitor,Rank,Mark,WIND,DOB,Nat,Pos,Venue,Date,Results Score,Net Result,AGE,AGE_AT_EVENT,current_match_ranking,match_year
Akani SIMBINE,1954,10,-0.1,21-Sep-93,RSA,2,"Stade de France, Paris-St-Denis (FRA)",27-Aug-16,1206,9.99,30,22,2,2016
Akani SIMBINE,1954,10,0.3,21-Sep-93,RSA,1sf2,"Main Stadium, Gwangju (KOR)",9-Jul-15,1206,10.03,30,21,1,2015
Akani SIMBINE,14702,10.19,1.3,21-Sep-93,RSA,1,Lusaka (ZAM),11-Dec-12,1142,10.32,30,19,1,2012
Akani SIMBINE,4132,10.06,0.3,21-Sep-93,RSA,1h1,Potchefstroom (RSA),21-Apr-17,1186,10.09,30,23,1,2017
Akani SIMBINE,704,9.93,2,21-Sep-93,RSA,1f5,Pretoria (RSA),4-Mar-17,1231,10.13,30,23,1,2017
Akani SIMBINE,12446,10.17,0.5,21-Sep-93,RSA,1,"Stadio Quercia, Rovereto (ITA)",8-Sep-20,1148,10.22,30,26,1,2020
Akani SIMBINE,14702,10.19,-0.3,21-Sep-93,RSA,1,"Stade Delort, Marseille (FRA)",3-Sep-20,1143,10.16,30,26,1,2020
Akani SIMBINE,830,9.94,0.2,21-Sep-93,RSA,5,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",14-Aug-16,1227,9.96,30,22,5,2016
Akani SIMBINE,2531,10.02,1.4,21-Sep-93,RSA,2,Pretoria (RSA),12-Apr-14,1199,10.16,30,20,2,2014
Akani SIMBINE,4132,10.06,-0.3,21-Sep-93,RSA,1,Luzern (SUI),9-Jul-19,1187,10.03,30,25,1,2019
Akani SIMBINE,7744,10.12,-0.3,21-Sep-93,RSA,2,"FBK Stadium, Hengelo (NED)",24-May-15,1166,10.09,30,21,2,2015
Akani SIMBINE,830,9.94,0.2,21-Sep-93,RSA,1sf1,Potchefstroom (RSA),21-Apr-17,1227,9.96,30,23,1,2017
Akani SIMBINE,4132,10.06,-1.2,21-Sep-93,RSA,4f1,"Mestsky Stadion, Ostrava (CZE)",31-May-22,1193,9.94,30,28,4,2022
Akani SIMBINE,7744,10.12,0.3,21-Sep-93,RSA,2sf3,Gold Coast (AUS),8-Apr-18,1165,10.15,30,24,2,2018
Akani SIMBINE,106,9.82,2.8,21-Sep-93,RSA,1sf1,"Bestmed Tuks Stadium, Pretoria (RSA)",15-Apr-21,1253,10.1,30,27,1,2021
Akani SIMBINE,830,9.94,0.8,21-Sep-93,RSA,4,"Stade Charl¨¦ty, Paris (FRA)",30-Jun-18,1227,10.02,30,24,4,2018
Akani SIMBINE,5146,10.08,0.9,21-Sep-93,RSA,6f1,"Stadio Olimpico, Roma (ITA)",4-Jun-15,1179,10.17,30,21,6,2015
Akani SIMBINE,1489,9.98,0.3,21-Sep-93,RSA,2,"Stade Louis II, Monaco (MON)",9-Jul-21,1213,10.01,30,27,2,2021
Akani SIMBINE,2531,10.02,0.9,21-Sep-93,RSA,4sf2,"National Stadium, Beijing (CHN)",23-Aug-15,1199,10.11,30,21,4,2015
Akani SIMBINE,5722,10.09,0.9,21-Sep-93,RSA,1,Potchefstroom (RSA),24-Mar-15,1176,10.18,30,21,1,2015
Akani SIMBINE,25590,10.26,-0.1,21-Sep-93,RSA,1f4,Pretoria (RSA),1-Mar-14,1118,10.25,30,20,1,2014
Akani SIMBINE,1954,10,2.1,21-Sep-93,RSA,1f2,"Ruimsig Stadium, Roodepoort, Johannesburg (RSA)",23-Mar-21,1194,10.21,30,27,1,2021
Akani SIMBINE,2531,10.02,0.7,21-Sep-93,RSA,3,"Stade Louis II, Monaco (MON)",21-Jul-17,1199,10.09,30,23,3,2017
Akani SIMBINE,704,9.93,0.2,21-Sep-93,RSA,2h2,"Olympic Stadium, London (GBR)",21-Jul-18,1231,9.95,30,24,2,2018
Akani SIMBINE,2237,10.01,-0.2,21-Sep-93,RSA,2,"Centennial Olympic Park, Atlanta, GA (USA)",6-May-23,1204,9.99,30,29,2,2023
Akani SIMBINE,20480,10.23,2.8,21-Sep-93,RSA,1h3,"Germiston Stadium, Johannesburg (RSA)",9-Apr-22,1112,10.51,30,28,1,2022
Akani SIMBINE,13525,10.18,-3,21-Sep-93,RSA,1f6,"Germiston Stadium, Johannesburg (RSA)",25-Feb-23,1163,9.88,30,29,1,2023
Akani SIMBINE,13525,10.18,0.1,21-Sep-93,RSA,6,"Boudewijnstadion, Bruxelles (BEL)",3-Sep-21,1145,10.19,30,27,6,2021
Akani SIMBINE,4132,10.06,-0.1,21-Sep-93,RSA,1sf1,Stellenbosch (RSA),15-Apr-16,1186,10.05,30,22,1,2016
Akani SIMBINE,704,9.93,4.5,21-Sep-93,RSA,2,"Cote d'Or National Sports Complex, St Pierre (MRI)",9-Jun-22,1204,10.38,30,28,2,2022
Akani SIMBINE,20480,10.23,0.8,21-Sep-93,RSA,1h1,"Main Stadium, Gwangju (KOR)",8-Jul-15,1128,10.31,30,21,1,2015
Akani SIMBINE,2237,10.01,1.5,21-Sep-93,RSA,1,Pretoria (RSA),12-Mar-16,1203,10.16,30,22,1,2016
Akani SIMBINE,2237,10.01,1,21-Sep-93,RSA,6f1,Kingston (JAM),11-Jun-16,1203,10.11,30,22,6,2016
Akani SIMBINE,704,9.93,0.1,21-Sep-93,RSA,4,"National Stadium, Tokyo (JPN)",1-Aug-21,1231,9.94,30,27,4,2021
Akani SIMBINE,13525,10.18,-1,21-Sep-93,RSA,1f1,Johannesburg (RSA),18-Mar-16,1151,10.08,30,22,1,2016
Akani SIMBINE,5146,10.08,-0.4,21-Sep-93,RSA,1h6,"National Stadium, Tokyo (JPN)",31-Jul-21,1181,10.04,30,27,1,2021
Akani SIMBINE,13525,10.18,-0.4,21-Sep-93,RSA,7,"Boudewijnstadion, Bruxelles (BEL)",11-Sep-15,1147,10.14,30,21,7,2015
Akani SIMBINE,13525,10.18,-1.7,21-Sep-93,RSA,4,"Icahn Stadium, New York, NY (USA)",13-Jun-15,1155,10.01,30,21,4,2015
Akani SIMBINE,2237,10.01,-0.8,21-Sep-93,RSA,5,"Olympic Stadium, London (GBR)",5-Aug-17,1207,9.93,30,23,5,2017
Akani SIMBINE,2237,10.01,0.2,21-Sep-93,RSA,3,"Moratalaz, Madrid (ESP)",22-Jun-18,1203,10.03,30,24,3,2018
Akani SIMBINE,5146,10.08,-0.1,21-Sep-93,RSA,1,"Stadio Luigi Ridolfi, Firenze (ITA)",10-Jun-21,1179,10.07,30,27,1,2021
Akani SIMBINE,13525,10.18,0.1,21-Sep-93,RSA,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",3-Jul-14,1145,10.19,30,20,6,2014
Akani SIMBINE,704,9.93,0.6,21-Sep-93,RSA,4,"Khalifa International Stadium, Doha (QAT)",28-Sep-19,1231,9.99,30,26,4,2019
Akani SIMBINE,2237,10.01,-0.3,21-Sep-93,RSA,1h1,"Olympic Stadium, London (GBR)",20-Jul-19,1204,9.98,30,25,1,2019
Akani SIMBINE,2237,10.01,-0.3,21-Sep-93,RSA,1h1,"Khalifa International Stadium, Doha (QAT)",27-Sep-19,1204,9.98,30,26,1,2019
Akani SIMBINE,2237,10.01,0.8,21-Sep-93,RSA,1sf3,"Khalifa International Stadium, Doha (QAT)",28-Sep-19,1203,10.09,30,26,1,2019
Akani SIMBINE,2237,10.01,1.3,21-Sep-93,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1203,10.14,30,26,1,2020
Akani SIMBINE,20480,10.23,-0.9,21-Sep-93,RSA,2,Sopot (POL),27-Jun-15,1133,10.14,30,21,2,2015
Akani SIMBINE,2237,10.01,-0.1,21-Sep-93,RSA,5,"Hayward Field, Eugene, OR (USA)",16-Jul-22,1203,10,30,28,5,2022
Akani SIMBINE,5146,10.08,-1.1,21-Sep-93,RSA,4f1,"Mestsky Stadion, Ostrava (CZE)",20-Jun-19,1185,9.97,30,25,4,2019
Akani SIMBINE,704,9.93,0.5,21-Sep-93,RSA,1,"Olympic Stadium, London (GBR)",20-Jul-19,1231,9.98,30,25,1,2019
Akani SIMBINE,830,9.94,0.1,21-Sep-93,RSA,3,"Olympic Stadium, London (GBR)",21-Jul-18,1227,9.95,30,24,3,2018
Akani SIMBINE,25590,10.26,-1.1,21-Sep-93,RSA,1qf4,"Main Stadium, Gwangju (KOR)",8-Jul-15,1124,10.15,30,21,1,2015
Akani SIMBINE,2531,10.02,-0.2,21-Sep-93,RSA,1,"Stadio Comunale, Bellinzona (SUI)",15-Sep-20,1200,10,30,26,1,2020
Akani SIMBINE,5722,10.09,0.5,21-Sep-93,RSA,3,"Bislett Stadion, Oslo (NOR)",16-Jun-22,1176,10.14,30,28,3,2022
Akani SIMBINE,5722,10.09,-0.7,21-Sep-93,RSA,2h2,"Centennial Olympic Park, Atlanta, GA (USA)",6-May-23,1180,10.02,30,29,2,2023
Akani SIMBINE,7017,10.11,-0.2,21-Sep-93,RSA,1,"Stadion Allmend, Luzern (SUI)",29-Jun-21,1170,10.09,30,27,1,2021
Akani SIMBINE,33876,10.3,0.9,21-Sep-93,RSA,1h1,Pretoria (RSA),12-Mar-16,1105,10.39,30,22,1,2016
Akani SIMBINE,5722,10.09,0,21-Sep-93,RSA,4,"Stadio Luigi Ridolfi, Firenze (ITA)",2-Jun-23,1176,10.09,30,29,4,2023
Akani SIMBINE,5722,10.09,-0.3,21-Sep-93,RSA,1,Stellenbosch (RSA),24-Apr-15,1177,10.06,30,21,1,2015
Akani SIMBINE,1716,9.99,-0.2,21-Sep-93,RSA,1f2,Velenje (SLO),1-Jul-15,1211,9.97,30,21,1,2015
Akani SIMBINE,16027,10.2,0.7,21-Sep-93,RSA,1sf2,Pretoria (RSA),14-Mar-14,1138,10.27,30,20,1,2014
Akani SIMBINE,16027,10.2,-1.9,21-Sep-93,RSA,1sf1,Stellenbosch (RSA),17-Apr-15,1149,10.01,30,21,1,2015
Akani SIMBINE,7017,10.11,0.3,21-Sep-93,RSA,1h2,"Bestmed Tuks Stadium, Pretoria (RSA)",15-Apr-21,1169,10.14,30,27,1,2021
Akani SIMBINE,33876,10.3,NWI,21-Sep-93,RSA,1sf2,Stellenbosch (RSA),24-Apr-15,1075,#VALUE!,30,21,1,2015
Akani SIMBINE,1716,9.99,0.4,21-Sep-93,RSA,2,"Letzigrund, Z¨¹rich (SUI)",1-Sep-16,1210,10.03,30,22,2,2016
Akani SIMBINE,968,9.95,-0.7,21-Sep-93,RSA,1,Potchefstroom (RSA),21-Apr-17,1228,9.88,30,23,1,2017
Akani SIMBINE,2845,10.03,2.4,21-Sep-93,RSA,2,"Boston, MA (USA)",20-May-18,1182,10.27,30,24,2,2018
Akani SIMBINE,2845,10.03,-0.3,21-Sep-93,RSA,5,"Boudewijnstadion, Bruxelles (BEL)",31-Aug-18,1197,10,30,24,5,2018
Akani SIMBINE,2845,10.03,-1.8,21-Sep-93,RSA,1sf1,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1206,9.85,30,26,1,2020
Akani SIMBINE,968,9.95,0.9,21-Sep-93,RSA,3,"Shanghai Stadium, Shanghai (CHN)",18-May-19,1224,10.04,30,25,3,2019
Akani SIMBINE,2845,10.03,1,21-Sep-93,RSA,1,"Olympiastadion, Stockholm (SWE)",2-Jul-23,1196,10.13,30,29,1,2023
Akani SIMBINE,968,9.95,2.9,21-Sep-93,RSA,7,"Hayward Field, Eugene, OR (USA)",21-Aug-21,1207,10.24,30,27,7,2021
Akani SIMBINE,7017,10.11,0.7,21-Sep-93,RSA,1h1,Pretoria (RSA),15-Mar-18,1169,10.18,30,24,1,2018
Akani SIMBINE,10382,10.15,0.7,21-Sep-93,RSA,4h1,"Alexander Stadium, Birmingham (GBR)",18-Aug-19,1155,10.22,30,25,4,2019
Akani SIMBINE,10382,10.15,2,21-Sep-93,RSA,7,"Alexander Stadium, Birmingham (GBR)",18-Aug-19,1155,10.35,30,25,7,2019
Akani SIMBINE,1489,9.98,0.6,21-Sep-93,RSA,1,"Mestsky Stadion, Ostrava (CZE)",27-Jun-23,1213,10.04,30,29,1,2023
Akani SIMBINE,1489,9.98,1,21-Sep-93,RSA,1h2,"McArthur Stadium, Potchefstroom (RSA)",30-Mar-23,1213,10.08,30,29,1,2023
Akani SIMBINE,2845,10.03,0.8,21-Sep-93,RSA,1,Gold Coast (AUS),9-Apr-18,1196,10.11,30,24,1,2018
Akani SIMBINE,5722,10.09,2.6,21-Sep-93,RSA,1sf3,"Cote d'Or National Sports Complex, St Pierre (MRI)",8-Jun-22,1161,10.35,30,28,1,2022
Akani SIMBINE,7017,10.11,0,21-Sep-93,RSA,3,Ostrava (CZE),9-Sep-18,1169,10.11,30,24,3,2018
Akani SIMBINE,1716,9.99,0.9,21-Sep-93,RSA,2,"Bregy¨® Athletic Center, Sz¨¦kesfeh¨¦rv¨¢r (HUN)",4-Jul-17,1210,10.08,30,23,2,2017
Akani SIMBINE,5722,10.09,2.7,21-Sep-93,RSA,1f1,Karlstad (SWE),22-Jul-15,1160,10.36,30,21,1,2015
Akani SIMBINE,2531,10.02,-0.5,21-Sep-93,RSA,1,"Olympiastadion, Stockholm (SWE)",30-Jun-22,1202,9.97,30,28,1,2022
Akani SIMBINE,830,9.94,0.4,21-Sep-93,RSA,1,"Bislett Stadion, Oslo (NOR)",30-May-24,1227,9.98,30,30,1,2024
Akani SIMBINE,148,9.84,1.2,21-Sep-93,RSA,1,"Bregy¨® Athletic Center, Sz¨¦kesfeh¨¦rv¨¢r (HUN)",6-Jul-21,1262,9.96,30,27,1,2021
Akani SIMBINE,1716,9.99,-1.2,21-Sep-93,RSA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",5-May-17,1217,9.87,30,23,1,2017
Akani SIMBINE,7744,10.12,-0.8,21-Sep-93,RSA,1h2,"Boston, MA (USA)",16-Jun-19,1169,10.04,30,25,1,2019
Akani SIMBINE,1716,9.99,0.1,21-Sep-93,RSA,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28-May-23,1210,10,30,29,2,2023
Akani SIMBINE,5722,10.09,-0.5,21-Sep-93,RSA,6,"Alexander Stadium, Birmingham (GBR)",18-Aug-18,1179,10.04,30,24,6,2018
Akani SIMBINE,5722,10.09,-0.1,21-Sep-93,RSA,3h1,"National Stadium, Beijing (CHN)",22-Aug-15,1176,10.08,30,21,3,2015
Akani SIMBINE,1716,9.99,-3,21-Sep-93,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",27-Mar-21,1228,9.69,30,27,1,2021
Akani SIMBINE,1716,9.99,1.4,21-Sep-93,RSA,2,"Olympiastadion, Berlin (GER)",1-Sep-19,1210,10.13,30,25,2,2019
Akani SIMBINE,7017,10.11,-0.9,21-Sep-93,RSA,2,"Germiston Stadium, Johannesburg (RSA)",13-Apr-22,1174,10.02,30,28,2,2022
Akani SIMBINE,1716,9.99,0.2,21-Sep-93,RSA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",6-Jul-17,1210,10.01,30,23,3,2017
Akani SIMBINE,1716,9.99,0.2,21-Sep-93,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",16-Apr-21,1210,10.01,30,27,1,2021
Andre DE GRASSE,20480,10.23,-0.5,10-Nov-94,CAN,1h2,"Houston, TX (USA)",23-Jul-16,1131,10.18,29,21,1,2016
Andre DE GRASSE,3690,10.05,1.1,10-Nov-94,CAN,1,"CIBC, Toronto (CAN)",22-Jul-15,1189,10.16,29,20,1,2015
Andre DE GRASSE,3690,10.05,-0.4,10-Nov-94,CAN,2h2,"Olympic Stadium, London (GBR)",20-Jul-19,1191,10.01,29,24,2,2019
Andre DE GRASSE,3690,10.05,-1.1,10-Nov-94,CAN,2f1,"Mestsky Stadion, Ostrava (CZE)",20-Jun-19,1195,9.94,29,24,2,2019
Andre DE GRASSE,3690,10.05,0.5,10-Nov-94,CAN,1,"Bislett Stadion, Oslo (NOR)",16-Jun-22,1189,10.1,29,27,1,2022
Andre DE GRASSE,1101,9.96,5,10-Nov-94,CAN,1,"Hutchinson, KS (USA)",18-May-13,1190,10.46,29,18,1,2013
Andre DE GRASSE,607,9.92,3.6,10-Nov-94,CAN,1h2,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31-May-21,1213,10.28,29,26,1,2021
Andre DE GRASSE,8587,10.13,1.2,10-Nov-94,CAN,1h2,Ottawa (CAN),7-Jul-17,1162,10.25,29,22,1,2017
Andre DE GRASSE,7017,10.11,0.8,10-Nov-94,CAN,1,Ottawa (CAN),7-Jul-17,1169,10.19,29,22,1,2017
Andre DE GRASSE,7744,10.12,3.6,10-Nov-94,CAN,1h1,"Great Bend, KS (USA)",3-May-13,1144,10.48,29,18,1,2013
Andre DE GRASSE,519,9.91,0.2,10-Nov-94,CAN,3,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",14-Aug-16,1238,9.93,29,21,3,2016
Andre DE GRASSE,4132,10.06,1.9,10-Nov-94,CAN,1h1,"CIBC, Toronto (CAN)",21-Jul-15,1186,10.25,29,20,1,2015
Andre DE GRASSE,3690,10.05,1.5,10-Nov-94,CAN,2,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30-Apr-21,1189,10.2,29,26,2,2021
Andre DE GRASSE,607,9.92,-0.5,10-Nov-94,CAN,3,"National Stadium, Beijing (CHN)",23-Aug-15,1237,9.87,29,20,3,2015
Andre DE GRASSE,3690,10.05,2.6,10-Nov-94,CAN,8,"Hayward Field, Eugene, OR (USA)",28-May-16,1174,10.31,29,21,8,2016
Andre DE GRASSE,27452,10.27,1,10-Nov-94,CAN,1h2,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30-Apr-21,1115,10.37,29,26,1,2021
Andre DE GRASSE,8587,10.13,0.4,10-Nov-94,CAN,4,"International Stadium, Gateshead (GBR)",13-Jul-21,1162,10.17,29,26,4,2021
Andre DE GRASSE,7744,10.12,2.2,10-Nov-94,CAN,1h2,"Los Angeles, CA (USA)",16-May-15,1152,10.34,29,20,1,2015
Andre DE GRASSE,519,9.91,0.6,10-Nov-94,CAN,1h5,"National Stadium, Tokyo (JPN)",31-Jul-21,1238,9.97,29,26,1,2021
Andre DE GRASSE,1101,9.96,-0.4,10-Nov-94,CAN,2sf1,"National Stadium, Beijing (CHN)",23-Aug-15,1222,9.92,29,20,2,2015
Andre DE GRASSE,7017,10.11,0.3,10-Nov-94,CAN,2f3,"Gainesville, FL (USA)",3-Apr-15,1169,10.14,29,20,2,2015
Andre DE GRASSE,607,9.92,0.2,10-Nov-94,CAN,2sf2,"Est¨¢dio Ol¨ªmpico, Rio de Janeiro (BRA)",14-Aug-16,1234,9.94,29,21,2,2016
Andre DE GRASSE,7017,10.11,-0.1,10-Nov-94,CAN,1f1,Taipei City (TPE),25-May-19,1169,10.1,29,24,1,2019
Andre DE GRASSE,8587,10.13,-0.8,10-Nov-94,CAN,2h2,"Khalifa International Stadium, Doha (QAT)",27-Sep-19,1166,10.05,29,24,2,2019
Andre DE GRASSE,4132,10.06,-0.1,10-Nov-94,CAN,1,"Stadio Comunale, Bellinzona (SUI)",14-Sep-21,1186,10.05,29,26,1,2021
Andre DE GRASSE,968,9.95,1.5,10-Nov-94,CAN,1,Edmonton (CAN),3-Jul-15,1224,10.1,29,20,1,2015
Andre DE GRASSE,7017,10.11,0.9,10-Nov-94,CAN,1f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27-Apr-24,1169,10.2,29,29,1,2024
Andre DE GRASSE,1101,9.96,2.4,10-Nov-94,CAN,4,"Hayward Field, Eugene, OR (USA)",27-May-17,1206,10.2,29,22,4,2017
Andre DE GRASSE,8587,10.13,2,10-Nov-94,CAN,5,"Alexander Stadium, Birmingham (GBR)",18-Aug-19,1162,10.33,29,24,5,2019
Andre DE GRASSE,7744,10.12,0.5,10-Nov-94,CAN,2h6,"Hayward Field, Eugene, OR (USA)",15-Jul-22,1165,10.17,29,27,2,2022
Andre DE GRASSE,17420,10.21,-0.2,10-Nov-94,CAN,9,"Hayward Field, Eugene, OR (USA)",28-May-22,1136,10.19,29,27,9,2022
Andre DE GRASSE,22081,10.24,-0.2,10-Nov-94,CAN,4,"Alexander Stadium, Birmingham (GBR)",21-May-22,1126,10.22,29,27,4,2022
Andre DE GRASSE,279,9.87,4,10-Nov-94,CAN,1f1,"Walnut, CA (USA)",18-Apr-15,1228,10.27,29,20,1,2015
Andre DE GRASSE,10382,10.15,1.9,10-Nov-94,CAN,4,"Des Moines, IA (USA)",28-Apr-18,1155,10.34,29,23,4,2018
Andre DE GRASSE,1489,9.98,-0.1,10-Nov-94,CAN,2sf1,"National Stadium, Tokyo (JPN)",1-Aug-21,1213,9.97,29,26,2,2021
Andre DE GRASSE,1489,9.98,1.1,10-Nov-94,CAN,1sf1,Montr¨¦al (CAN),26-Jul-19,1213,10.09,29,24,1,2019
Andre DE GRASSE,29380,10.28,1.9,10-Nov-94,CAN,2h1,Medell¨ªn (COL),23-Aug-13,1112,10.47,29,18,2,2013
Andre DE GRASSE,1489,9.98,1.7,10-Nov-94,CAN,2sf1,"Eugene, OR (USA)",10-Jun-15,1213,10.15,29,20,2,2015
Andre DE GRASSE,10382,10.15,0.9,10-Nov-94,CAN,2,"Mesa, AZ (USA)",17-May-14,1155,10.24,29,19,2,2014
Andre DE GRASSE,14702,10.19,-0.8,10-Nov-94,CAN,2,"Le Grand Stade, Marrakech (MAR)",19-May-24,1146,10.11,29,29,2,2024
Andre DE GRASSE,23770,10.25,-0.5,10-Nov-94,CAN,8,"Shanghai Stadium, Shanghai (CHN)",12-May-18,1125,10.2,29,23,8,2018
Andre DE GRASSE,17420,10.21,-1.2,10-Nov-94,CAN,5,"Suhaim bin Hamad Stadium, Doha (QAT)",5-May-17,1142,10.09,29,22,5,2017
Andre DE GRASSE,1277,9.97,1.9,10-Nov-94,CAN,1h2,"National Training Center, Clermont, FL (USA)",24-Jul-20,1217,10.16,29,25,1,2020
Andre DE GRASSE,1277,9.97,2.3,10-Nov-94,CAN,2f1,"National Training Center, Clermont, FL (USA)",24-Jul-20,1204,10.2,29,25,2,2020
Andre DE GRASSE,1277,9.97,1.4,10-Nov-94,CAN,1,"Olympiastadion, Berlin (GER)",1-Sep-19,1217,10.11,29,24,1,2019
Andre DE GRASSE,17420,10.21,0.1,10-Nov-94,CAN,5sf2,"Hayward Field, Eugene, OR (USA)",16-Jul-22,1135,10.22,29,27,5,2022
Andre DE GRASSE,17420,10.21,-0.3,10-Nov-94,CAN,8,"Letzigrund, Z¨¹rich (SUI)",8-Sep-22,1136,10.18,29,27,8,2022
Andre DE GRASSE,11386,10.16,-0.1,10-Nov-94,CAN,5h1,"Rhodes College, Memphis, TN (USA)",4-Aug-23,1152,10.15,29,28,5,2023
Andre DE GRASSE,23770,10.25,1.2,10-Nov-94,CAN,1,Windsor (CAN),29-Jun-13,1122,10.37,29,18,1,2013
Andre DE GRASSE,12446,10.17,-0.4,10-Nov-94,CAN,1,Vancouver (CAN),28-Jun-17,1150,10.13,29,22,1,2017
Andre DE GRASSE,10382,10.15,1.6,10-Nov-94,CAN,2h5,"Montverde Academy, Montverde, FL (USA)",4-Jul-20,1155,10.31,29,25,2,2020
Andre DE GRASSE,25590,10.26,0.7,10-Nov-94,CAN,1h2,"Mesa, AZ (USA)",16-May-14,1118,10.33,29,19,1,2014
Andre DE GRASSE,1716,9.99,1.4,10-Nov-94,CAN,2f1,"Percy Beard Track, Gainesville, FL (USA)",17-Apr-21,1210,10.13,29,26,2,2021
Andre DE GRASSE,5722,10.09,0.2,10-Nov-94,CAN,2,"Olympic Stadium, Nanjing (CHN)",21-May-19,1176,10.11,29,24,2,2019
Andre DE GRASSE,1716,9.99,0.5,10-Nov-94,CAN,5,"Olympic Stadium, London (GBR)",20-Jul-19,1210,10.04,29,24,5,2019
Andre DE GRASSE,1716,9.99,-0.1,10-Nov-94,CAN,1,Edmonton (CAN),9-Jul-16,1210,9.98,29,21,1,2016
Andre DE GRASSE,1716,9.99,3.3,10-Nov-94,CAN,1f1,"Gainesville, FL (USA)",1-Apr-16,1191,10.32,29,21,1,2016
Andre DE GRASSE,1716,9.99,0.3,10-Nov-94,CAN,2h5,"National Stadium, Beijing (CHN)",22-Aug-15,1210,10.02,29,20,2,2015
Andre DE GRASSE,5722,10.09,2.7,10-Nov-94,CAN,2h5,"Austin, TX (USA)",28-May-15,1160,10.36,29,20,2,2015
Andre DE GRASSE,11386,10.16,3.8,10-Nov-94,CAN,1h1,"Hutchinson, KS (USA)",17-May-13,1130,10.54,29,18,1,2013
Andre DE GRASSE,16027,10.2,0.3,10-Nov-94,CAN,3,Baie Mahault (FRA),14-May-16,1138,10.23,29,21,3,2016
Andre DE GRASSE,2845,10.03,4,10-Nov-94,CAN,1,"Lawrence, KS (USA)",19-Apr-14,1172,10.43,29,19,1,2014
Andre DE GRASSE,16027,10.2,0.1,10-Nov-94,CAN,3,Ottawa (CAN),6-Jul-18,1138,10.21,29,23,3,2018
Andre DE GRASSE,2845,10.03,3.1,10-Nov-94,CAN,3qf3,"Austin, TX (USA)",29-May-15,1178,10.34,29,20,3,2015
Andre DE GRASSE,16027,10.2,-0.3,10-Nov-94,CAN,1,"Complexe Sportif Claude-Robillard, Montr¨¦al (CAN)",28-Jun-24,1139,10.17,29,29,1,2024
Andre DE GRASSE,2845,10.03,0.1,10-Nov-94,CAN,2,Montr¨¦al (CAN),26-Jul-19,1196,10.04,29,24,2,2019
Andre DE GRASSE,5146,10.08,5.3,10-Nov-94,CAN,1,"Great Bend, KS (USA)",4-May-13,1148,10.61,29,18,1,2013
Andre DE GRASSE,10382,10.15,1.4,10-Nov-94,CAN,2h2,"Paavo Nurmen Stadion, Turku (FIN)",18-Jun-24,1155,10.29,29,29,2,2024
Andre DE GRASSE,2531,10.02,-0.3,10-Nov-94,CAN,1,"Houston, TX (USA)",23-Jul-16,1200,9.99,29,21,1,2016
Andre DE GRASSE,381,9.89,0.1,10-Nov-94,CAN,3,"National Stadium, Tokyo (JPN)",1-Aug-21,1245,9.9,29,26,3,2021
Andre DE GRASSE,381,9.89,-0.4,10-Nov-94,CAN,2,"Letzigrund, Z¨¹rich (SUI)",9-Sep-21,1247,9.85,29,26,2,2021
Andre DE GRASSE,17420,10.21,1.6,10-Nov-94,CAN,5f1,"Percy Beard Track, Gainesville, FL (USA)",15-Apr-23,1135,10.37,29,28,5,2023
Andre DE GRASSE,17420,10.21,0.6,10-Nov-94,CAN,3,"Mestsky Stadion, Ostrava (CZE)",27-Jun-23,1135,10.27,29,28,3,2023
Andre DE GRASSE,2237,10.01,0.2,10-Nov-94,CAN,1,"Bislett Stadion, Oslo (NOR)",15-Jun-17,1203,10.03,29,22,1,2017
Andre DE GRASSE,6354,10.1,0.2,10-Nov-94,CAN,2f1,Baie Mahault (FRA),17-May-17,1172,10.12,29,22,2,2017
Andre DE GRASSE,12446,10.17,0.6,10-Nov-94,CAN,2f1,"Montverde Academy, Montverde, FL (USA)",4-Jul-20,1148,10.23,29,25,2,2020
Andre DE GRASSE,17,9.75,2.7,10-Nov-94,CAN,1,"Eugene, OR (USA)",12-Jun-15,1278,10.02,29,20,1,2015
Andre DE GRASSE,13,9.74,2.9,10-Nov-94,CAN,1,"Hayward Field, Eugene, OR (USA)",21-Aug-21,1281,10.03,29,26,1,2021
Andre DE GRASSE,4606,10.07,0.8,10-Nov-94,CAN,3,"FBK Stadium, Hengelo (NED)",7-Jul-24,1182,10.15,29,29,3,2024
Andre DE GRASSE,4606,10.07,2.1,10-Nov-94,CAN,2f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30-Apr-22,1170,10.28,29,27,2,2022
