Year,age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Athlete,Nat,Years to Olympics,Olympic Ranking,Finalist_weight
2015,23,10.205,10.175,10.13,0.00405,2,2,13748,1,Anaso JOBODWANA,1140.91766,2,9,0
2017,25,10.37333333,10.22666667,10.16,0.002386667,2,1,20724.83333,0.666666667,Anaso JOBODWANA,1140.91766,5,9,0
2018,26,10.368,10.18,10.07,0.00665,1.2,1,15488.2,0.4,Anaso JOBODWANA,1140.91766,4,9,0
2019,27,10.36,10.24,10.17,0.0043,1,1,23364,1,Anaso JOBODWANA,1140.91766,3,9,0
2000,24,10.3375,10.2525,10.22,0.000625,2,1,24412.25,0.75,Anatoliy DOVHAL,1120.910256,1,9,0
2001,25,10.26,10.3,10.3,0,1,1,33876,1,Anatoliy DOVHAL,1120.910256,4,9,0
2002,26,10.27,10.29,10.28,0.0002,2,2,31628,1,Anatoliy DOVHAL,1120.910256,3,9,0
2004,28,10.25,10.23666667,10.17,0.003433333,1.333333333,1,22472,1,Anatoliy DOVHAL,1120.910256,1,9,0
2006,30,10.34,10.28,10.27,0.0002,3,1,29498,1,Anatoliy DOVHAL,1120.910256,3,9,0
1988,19,10.30111111,10.19555556,10.08,0.003127778,2,1,16537.11111,0.666666667,Andre CASON,1144.561396,1,9,0
1989,20,10.24714286,10.16857143,10.04,0.005305495,1.857142857,1,13929.14286,0.857142857,Andre CASON,1144.561396,4,9,0
1990,21,10.27636364,10.18363636,10.08,0.003705455,2.727272727,1,15248.54545,0.727272727,Andre CASON,1144.561396,3,9,0
1991,22,10.21625,10.11,9.99,0.008971429,2,1,9290.125,0.875,Andre CASON,1144.561396,2,9,0
1992,23,10.075,9.98,9.88,0.02,1,1,2732.5,0.5,Andre CASON,1144.561396,1,9,0
1993,24,10.16210526,10.03684211,9.79,0.016922807,1.578947368,1,5747.684211,0.789473684,Andre CASON,1144.561396,4,9,0
1994,25,10.18571429,10.11,9.98,0.005723077,1.785714286,1,8496.857143,1,Andre CASON,1144.561396,3,9,0
1995,26,10.34,10.23,10.23,0,2,2,20480,1,Andre CASON,1144.561396,2,9,0
1996,27,10.1425,10.24,10.07,0.012866667,1,1,25975.5,1,Andre CASON,1144.561396,1,9,0
1997,28,10.36,10.21,10.21,0,,,17420,1,Andre CASON,1144.561396,4,9,0
1998,29,10.26333333,10.22666667,10.16,0.003733333,2.5,1,20949,1,Andre CASON,1144.561396,3,9,0
2013,19,10.48833333,10.14166667,9.96,0.013696667,1.166666667,1,13087.83333,0.333333333,Andre DE GRASSE,1140.106017,4,3,1
2014,20,10.33333333,10.14666667,10.03,0.013233333,1.333333333,1,12939,0.666666667,Andre DE GRASSE,1140.106017,3,3,1
2015,21,10.13941176,9.995882353,9.75,0.008750735,1.529411765,1,2807.235294,0.647058824,Andre DE GRASSE,1140.106017,2,3,1
2016,22,10.11583333,10.045,9.91,0.009154545,2.083333333,1,5292.5,0.75,Andre DE GRASSE,1140.106017,1,3,1
2017,23,10.1475,10.0475,9.69,0.027392857,2,1,6895.75,0.75,Andre DE GRASSE,1140.106017,5,3,1
2018,24,10.25,10.2,10.15,0.0025,5,3,16726.33333,1,Andre DE GRASSE,1140.106017,4,3,1
2019,25,10.08076923,10.04923077,9.9,0.005357692,2.307692308,1,4548.923077,1,Andre DE GRASSE,1140.106017,3,3,1
2020,26,10.225,10.065,9.97,0.0121,1.75,1,6345.5,0.75,Andre DE GRASSE,1140.106017,2,3,1
2021,27,10.09692308,10,9.74,0.0193,2.076923077,1,4874.384615,0.846153846,Andre DE GRASSE,1140.106017,1,3,1
2015,20,10.57,10.3,10.3,0,2,2,33876,0,Andre EWERS,1151.202683,2,9,0
2016,21,10.26,10.275,10.25,0.00125,1.5,1,28823,1,Andre EWERS,1151.202683,1,9,0
2017,22,10.294,10.2,10.13,0.004,1.2,1,17340,0.4,Andre EWERS,1151.202683,5,9,0
2018,23,10.23625,10.1125,9.98,0.011792857,1.5,1,10314.375,0.625,Andre EWERS,1151.202683,4,9,0
2019,24,10.218,10.184,10.06,0.00593,1.8,1,15735.4,1,Andre EWERS,1151.202683,3,9,0
2020,25,10.23333333,10.10333333,10.04,0.004233333,2.333333333,1,7345.333333,0.666666667,Andre EWERS,1151.202683,2,9,0
2021,26,10.3675,10.18,10.12,0.0024,2.75,1,14237,0.75,Andre EWERS,1151.202683,1,9,0
1987,26,10.28833333,10.23,10.19,0.00092,1.166666667,1,20758.83333,0.833333333,Andreas BERGER,1125.944444,2,9,0
1988,27,10.32,10.21333333,10.15,0.004233333,3,2,19060.66667,1,Andreas BERGER,1125.944444,1,9,0
1989,28,10.38,10.26,10.24,0.0008,2.5,1,25730.5,0.5,Andreas BERGER,1125.944444,4,9,0
1991,30,10.305,10.21,10.19,0.0008,2,1,17591,1,Andreas BERGER,1125.944444,2,9,0
1992,31,10.33666667,10.18,10.08,0.0076,1,1,15378.66667,0.666666667,Andreas BERGER,1125.944444,1,9,0
1993,32,10.26,10.195,10.15,0.00405,2,1,16231.5,1,Andreas BERGER,1125.944444,4,9,0
1984,23,10.38,10.275,10.25,0.00125,1.5,1,28823,1,Andres SIM¨®N,1131.117647,1,9,0
1985,24,10.29428571,10.15714286,9.97,0.009057143,1,1,13385.85714,0.857142857,Andres SIM¨®N,1131.117647,4,9,0
1986,25,10.30333333,10.19666667,10.18,0.000433333,2,1,15712,1,Andres SIM¨®N,1131.117647,3,9,0
1987,26,10.275,10.175,10.04,0.00943,2.166666667,1,15681.83333,0.833333333,Andres SIM¨®N,1131.117647,2,9,0
1988,27,10.37428571,10.21,10.12,0.002,2.5,1,18101,0.714285714,Andres SIM¨®N,1131.117647,1,9,0
1989,28,10.33,10.135,10.08,0.00605,2,2,9924,0.5,Andres SIM¨®N,1131.117647,4,9,0
1990,29,10.41,10.3,10.3,0,6,6,33876,1,Andres SIM¨®N,1131.117647,3,9,0
2013,22,10.30444444,10.23444444,10.07,0.007552778,2.777777778,1,23895.88889,0.888888889,Andrew FISHER,1151.202683,4,9,0
2014,23,10.22333333,10.20888889,10.09,0.004661111,1.888888889,1,18927.44444,1,Andrew FISHER,1151.202683,3,9,0
2015,24,10.18461538,10.13153846,9.94,0.012197436,3,1,12072.69231,1,Andrew FISHER,1151.202683,2,9,0
2016,25,10.254,10.16,10.07,0.00565,3,2,12966.2,1,Andrew FISHER,1151.202683,1,9,0
2017,26,10.26636364,10.20181818,10.12,0.003256364,2.636363636,1,17475.27273,0.909090909,Andrew FISHER,1151.202683,5,9,0
2018,27,10.435,10.26,10.24,0.0008,2,2,25730.5,1,Andrew FISHER,1151.202683,4,9,0
2019,28,10.30571429,10.20428571,10.15,0.002428571,1.428571429,1,17528.85714,0.857142857,Andrew FISHER,1151.202683,3,9,0
2008,24,10.30125,10.2225,10.16,0.002935714,2,1,20376.5,0.875,Andrew HINDS,1138.35625,1,9,0
2009,25,10.24272727,10.22181818,10.03,0.006936364,2.454545455,1,21600.54545,1,Andrew HINDS,1138.35625,4,9,0
2011,27,10.36285714,10.21428571,10.14,0.001928571,1.857142857,1,18721.42857,0.714285714,Andrew HINDS,1138.35625,2,9,0
2012,28,10.265,10.27,10.25,0.0008,1.5,1,27657,1,Andrew HINDS,1138.35625,1,9,0
2013,29,10.33714286,10.22285714,10.13,0.002490476,2.571428571,1,20190,0.714285714,Andrew HINDS,1138.35625,4,9,0
2014,30,10.234,10.256,10.19,0.00168,1,1,25450.4,1,Andrew HINDS,1138.35625,3,9,0
2014,18,10.55,10.28,10.28,0,1,1,29380,0,Andrew HUDSON,1144.561396,3,9,0
2016,20,10.94,10.19,10.19,0,4,4,14702,0,Andrew HUDSON,1144.561396,1,9,0
2018,22,10.34,10.26,10.26,0,1,1,25590,1,Andrew HUDSON,1144.561396,4,9,0
2019,23,10.342,10.178,10.13,0.00407,2.4,1,14601.2,0.6,Andrew HUDSON,1144.561396,3,9,0
2021,25,10.312,10.178,10.04,0.01087,2.6,1,16484.4,0.6,Andrew HUDSON,1144.561396,1,9,0
2010,20,10.58,10.3,10.3,0,1,1,33876,0,Andrew ROBERTSON,1137.753126,3,9,0
2011,21,10.505,10.275,10.26,0.00045,1.5,1,28567,0.5,Andrew ROBERTSON,1137.753126,2,9,0
2012,22,10.58,10.24,10.24,0,1,1,22081,0,Andrew ROBERTSON,1137.753126,1,9,0
2013,23,10.465,10.2225,10.14,0.005491667,2.25,2,20980,0.5,Andrew ROBERTSON,1137.753126,4,9,0
2014,24,10.345,10.2125,10.1,0.006225,1.25,1,19603.25,0.75,Andrew ROBERTSON,1137.753126,3,9,0
2015,25,10.3375,10.22,10.19,0.000466667,2.75,1,19043,0.75,Andrew ROBERTSON,1137.753126,2,9,0
2016,26,10.37333333,10.235,10.15,0.00371,2.833333333,1,22547.33333,0.833333333,Andrew ROBERTSON,1137.753126,1,9,0
2017,27,10.39375,10.2325,10.15,0.002335714,1.75,1,21733.25,0.625,Andrew ROBERTSON,1137.753126,5,9,0
2018,28,10.558,10.236,10.06,0.00988,2,1,24471.6,0.2,Andrew ROBERTSON,1137.753126,4,9,0
2019,29,10.35833333,10.22166667,10.03,0.010856667,2.5,1,22495.83333,0.666666667,Andrew ROBERTSON,1137.753126,3,9,0
2020,30,10.54,10.16,10.03,0.0139,1,1,14379,0.333333333,Andrew ROBERTSON,1137.753126,2,9,0
2021,31,10.2975,10.1925,10.01,0.013364286,1.625,1,19183,0.75,Andrew ROBERTSON,1137.753126,1,9,0
1987,24,10.16,10.21,10.21,0,4,4,17420,1,Andrey FEDORIV,1119.149123,2,9,0
1988,25,10.42,10.255,10.23,0.00125,2.5,2,24930,1,Andrey FEDORIV,1119.149123,1,9,0
1993,30,10.25,10.23,10.23,0,1,1,20480,1,Andrey FEDORIV,1119.149123,4,9,0
1994,31,10.34,10.26,10.26,0,1,1,25590,1,Andrey FEDORIV,1119.149123,3,9,0
1995,32,10.3,10.3,10.3,0,1,1,33876,1,Andrey FEDORIV,1119.149123,2,9,0
1996,33,10.24,10.24,10.24,0,1,1,22081,1,Andrey FEDORIV,1119.149123,1,9,0
1997,34,10.335,10.2175,10.19,0.001425,2.75,1,18941.25,0.75,Andrey FEDORIV,1119.149123,4,9,0
2004,23,10.3025,10.2725,10.25,0.000425,3.5,1,28112,1,Andrey YEPISHIN,1119.149123,1,9,0
2005,24,10.585,10.275,10.26,0.00045,3,2,28567,0,Andrey YEPISHIN,1119.149123,4,9,0
2006,25,10.36833333,10.20666667,10.1,0.006826667,2.666666667,1,19208,0.666666667,Andrey YEPISHIN,1119.149123,3,9,0
2008,27,10.29,10.225,10.18,0.0023,2.25,1,20344.25,1,Andrey YEPISHIN,1119.149123,1,9,0
1992,20,10.27,10.27,10.27,0,1,1,27452,1,Andr¨¦ Domingos DA SILVA,1129.376263,1,9,0
1996,24,10.2,10.255,10.25,5.00E-05,2.5,1,24680,1,Andr¨¦ Domingos DA SILVA,1129.376263,1,9,0
1997,25,10.374,10.212,10.1,0.00632,1.25,1,19716.2,0.6,Andr¨¦ Domingos DA SILVA,1129.376263,4,9,0
1998,26,10.4125,10.2425,10.22,0.000691667,1,1,22712.5,0.75,Andr¨¦ Domingos DA SILVA,1129.376263,3,9,0
1999,27,10.34333333,10.2,10.06,0.004872727,1.75,1,17793.25,0.75,Andr¨¦ Domingos DA SILVA,1129.376263,2,9,0
2000,28,10.2575,10.245,10.13,0.006166667,2.75,1,24899.25,1,Andr¨¦ Domingos DA SILVA,1129.376263,1,9,0
2001,29,10.352,10.21,10.1,0.003666667,1.5,1,18735.2,0.7,Andr¨¦ Domingos DA SILVA,1129.376263,4,9,0
2003,31,10.39,10.3,10.3,0,1,1,33876,1,Andr¨¦ Domingos DA SILVA,1129.376263,2,9,0
2004,32,10.314,10.246,10.15,0.00413,2.2,1,24520.4,1,Andr¨¦ Domingos DA SILVA,1129.376263,1,9,0
2005,33,10.41,10.29,10.29,0,2,2,31544,1,Andr¨¦ Domingos DA SILVA,1129.376263,4,9,0
1997,21,10.293,10.219,10.11,0.003743333,2.1,1,20113.9,0.9,Angelos PAVLAKAKIS,1123.907692,4,9,0
1998,22,10.405,10.215,10.21,5.00E-05,1.5,1,18164.5,0.5,Angelos PAVLAKAKIS,1123.907692,3,9,0
1999,23,10.375,10.28,10.28,0,1,1,29380,1,Angelos PAVLAKAKIS,1123.907692,2,9,0
2000,24,10.23,10.2125,10.13,0.004425,3,1,19159.5,1,Angelos PAVLAKAKIS,1123.907692,1,9,0
2003,27,10.58,10.27,10.27,0,1,1,27452,0,Angelos PAVLAKAKIS,1123.907692,2,9,0
1994,23,10.57,10.28,10.28,0,3,3,29380,0,Anninos MARKOULLIDES,1123.724138,3,9,0
1995,24,10.48,10.29,10.29,0,1,1,31544,1,Anninos MARKOULLIDES,1123.724138,2,9,0
1996,25,10.24,10.245,10.23,0.00045,2.5,2,23035,1,Anninos MARKOULLIDES,1123.724138,1,9,0
1997,26,10.355,10.25,10.23,0.0008,3,2,23966,1,Anninos MARKOULLIDES,1123.724138,4,9,0
1998,27,10.27833333,10.18666667,10.12,0.002626667,2.25,1,15177.33333,0.833333333,Anninos MARKOULLIDES,1123.724138,3,9,0
2001,30,10.475,10.2175,10.18,0.000891667,1.666666667,1,18798.75,0.25,Anninos MARKOULLIDES,1123.724138,4,9,0
2002,31,10.545,10.25,10.21,0.0032,1,1,24482,0,Anninos MARKOULLIDES,1123.724138,3,9,0
2001,22,10.575,10.275,10.27,5.00E-05,2,1,28416,0.5,Anson HENRY,1140.106017,4,9,0
2002,23,10.3475,10.19375,10.04,0.008026786,1.75,1,17809.125,0.625,Anson HENRY,1140.106017,3,9,0
2003,24,10.3825,10.2825,10.27,0.000225,2.25,1,30081,1,Anson HENRY,1140.106017,2,9,0
2004,25,10.4275,10.28,10.25,0.0006,5.5,3,29743.5,0.75,Anson HENRY,1140.106017,1,9,0
2005,26,10.56,10.17,10.15,0.0008,6,4,12542,0,Anson HENRY,1140.106017,4,9,0
2006,27,10.35875,10.255,10.12,0.003342857,4,2,25902.25,0.75,Anson HENRY,1140.106017,3,9,0
2007,28,10.396,10.22,10.12,0.0052,3.4,2,20610.8,0.6,Anson HENRY,1140.106017,2,9,0
2008,29,10.344,10.252,10.23,0.00027,3.4,1,24238.6,1,Anson HENRY,1140.106017,1,9,0
2012,33,10.52,10.22,10.22,0,4,4,18909,0,Anson HENRY,1140.106017,1,9,0
1991,26,10.29,10.29,10.29,0,1,1,31544,1,Anthony BARNES,1144.561396,2,9,0
1993,28,10.34,10.25,10.25,0,3,3,23770,1,Anthony BARNES,1144.561396,4,9,0
1995,30,10.48333333,10.11333333,9.96,0.021233333,2,1,11152.66667,0.666666667,Anthony BARNES,1144.561396,2,9,0
1996,31,10.392,10.206,10.13,0.00313,2,2,17872.2,0.6,Anthony BARNES,1144.561396,1,9,0
1997,32,10.4,10.25,10.25,0,2,2,23770,1,Anthony BARNES,1144.561396,4,9,0
2001,20,10.565,10.265,10.25,0.00045,2,2,26575,0.5,Anthony BUCHANAN,1144.561396,4,9,0
2002,21,10.33,10.25,10.23,0.0007,1.333333333,1,23980.33333,1,Anthony BUCHANAN,1144.561396,3,9,0
2003,22,10.42666667,10.2,10.1,0.0076,1.333333333,1,18008.33333,0.666666667,Anthony BUCHANAN,1144.561396,2,9,0
2004,23,10.3875,10.22,10.15,0.0038,3,1,20146.75,0.75,Anthony BUCHANAN,1144.561396,1,9,0
2005,24,10.55,10.27,10.27,0,1,1,27452,0,Anthony BUCHANAN,1144.561396,4,9,0
2006,25,10.34,10.24333333,10.2,0.001633333,3.333333333,2,23059,1,Anthony BUCHANAN,1144.561396,3,9,0
1987,22,10.47,10.2,10.16,0.0032,2.5,1,16733.5,0,Anthony JONES,1144.561396,2,9,0
1988,23,10.26,10.26,10.26,0,2,2,25590,1,Anthony JONES,1144.561396,1,9,0
1994,23,10.24,10.115,10.1,0.00045,1,1,7470.5,1,Anthony JONES,1144.561396,3,9,0
1996,25,10.30666667,10.24333333,10.21,0.000933333,5.666666667,4,22880.66667,1,Anthony JONES,1144.561396,1,9,0
1998,27,10.4,10.3,10.3,0,2,2,33876,1,Anthony JONES,1144.561396,3,9,0
1999,28,10.74,10.07,9.95,0.0288,2,1,7835,0,Anthony JONES,1144.561396,2,9,0
2017,17,10.36,10.21,10.15,0.0072,1,1,18917,1,Anthony SCHWARTZ,1144.561396,5,9,0
2018,18,10.29555556,10.15555556,10.07,0.003052778,1.111111111,1,11833.77778,0.777777778,Anthony SCHWARTZ,1144.561396,4,9,0
2019,19,10.38,10.24666667,10.21,0.001233333,3.666666667,2,23523.33333,0.666666667,Anthony SCHWARTZ,1144.561396,3,9,0
2012,24,10.43875,10.19625,10.1,0.004255357,3.625,1,17013.875,0.375,Antoine ADAMS,1148.778061,1,9,0
2013,25,10.30333333,10.19666667,10,0.011478788,2.833333333,1,19437.41667,0.75,Antoine ADAMS,1148.778061,4,9,0
2014,26,10.31,10.20571429,10.01,0.007518681,2.5,1,19447.57143,0.785714286,Antoine ADAMS,1148.778061,3,9,0
2015,27,10.29272727,10.17181818,10.03,0.010056364,2.454545455,1,15853.36364,0.727272727,Antoine ADAMS,1148.778061,2,9,0
2016,28,10.26333333,10.17666667,10.08,0.009033333,3.333333333,1,15374.33333,0.666666667,Antoine ADAMS,1148.778061,1,9,0
2017,29,10.3775,10.1925,10.11,0.005091667,1.75,1,16565.75,0.5,Antoine ADAMS,1148.778061,5,9,0
1997,29,10.29,10.29,10.29,0,,,31544,1,Antoine BOUSSOMBO,1127.115385,4,9,0
1998,30,10.3,10.26,10.26,0,3,3,25590,1,Antoine BOUSSOMBO,1127.115385,3,9,0
1999,31,10.312,10.238,10.18,0.00207,1.75,1,22472.2,0.8,Antoine BOUSSOMBO,1127.115385,2,9,0
2000,32,10.276,10.196,10.02,0.007493333,2.571428571,1,18010.2,0.9,Antoine BOUSSOMBO,1127.115385,1,9,0
2001,33,10.385,10.245,10.18,0.002166667,2,1,23607.25,0.75,Antoine BOUSSOMBO,1127.115385,4,9,0
2002,34,10.54,10.165,10.14,0.00125,6,6,12086.5,0,Antoine BOUSSOMBO,1127.115385,3,9,0
2003,35,10.11,10.3,10.3,0,1,1,33876,1,Antoine BOUSSOMBO,1127.115385,2,9,0
2016,25,10.71666667,10.28,10.24,0.0012,3,2,29944.33333,0,Antonio INFANTINO,1129.9002,1,9,0
2017,26,10.7,10.165,10.16,5.00E-05,2,1,11916,0,Antonio INFANTINO,1129.9002,5,9,0
2019,28,10.465,10.1725,10.06,0.009691667,1.75,1,15309,0.25,Antonio INFANTINO,1129.9002,3,9,0
2021,30,10.365,10.235,10.19,0.00405,1.5,1,22041,0.5,Antonio INFANTINO,1129.9002,1,9,0
2001,23,10.3975,10.205,10.14,0.0059,1.333333333,1,18564,0.5,Aristotelis GAVELAS,1123.907692,4,9,0
2002,24,10.31,10.22,10.2,0.0007,2,1,19072.33333,1,Aristotelis GAVELAS,1123.907692,3,9,0
2003,25,10.2725,10.215,10.17,0.002766667,3,2,19028,1,Aristotelis GAVELAS,1123.907692,2,9,0
1985,21,10.83,10.06,10.06,0,2,2,4132,0,Arnaldo DA SILVA OLIVEIRA,1129.376263,4,9,0
1988,24,10.316,10.204,10.12,0.00568,2.2,1,18425,1,Arnaldo DA SILVA OLIVEIRA,1129.376263,1,9,0
1991,27,10.31,10.24,10.24,0,2,2,22081,1,Arnaldo DA SILVA OLIVEIRA,1129.376263,2,9,0
1993,29,10.44,10.26,10.26,0,1,1,25590,1,Arnaldo DA SILVA OLIVEIRA,1129.376263,4,9,0
1995,31,10.38,10.25,10.25,0,4,4,23770,1,Arnaldo DA SILVA OLIVEIRA,1129.376263,2,9,0
1996,32,10.425,10.145,10.12,0.00125,2,2,10095,0.5,Arnaldo DA SILVA OLIVEIRA,1129.376263,1,9,0
2017,21,10.32125,10.24,10.19,0.001171429,1.375,1,22503,0.875,Arthur CISS¨¦,1142.590106,5,9,0
2018,22,10.238,10.13666667,9.94,0.008538095,2.785714286,1,11469.6,0.866666667,Arthur CISS¨¦,1142.590106,4,9,0
2019,23,10.18727273,10.15818182,9.93,0.011272727,3.045454545,1,14633.45455,0.954545455,Arthur CISS¨¦,1142.590106,3,9,0
2020,24,10.116,10.162,10.04,0.00837,1.6,1,13832.8,0.8,Arthur CISS¨¦,1142.590106,2,9,0
2021,25,10.33545455,10.16636364,10.01,0.007805455,2.545454545,1,14498.09091,0.818181818,Arthur CISS¨¦,1142.590106,1,9,0
2002,20,10.30636364,10.23727273,10.12,0.002581818,2.272727273,1,22603.72727,0.909090909,Asafa POWELL,1151.202683,3,5,1
2003,21,10.18777778,10.10777778,10.02,0.003444444,1.666666667,1,7783.222222,0.888888889,Asafa POWELL,1151.202683,2,5,1
2004,22,9.987142857,10.00285714,9.87,0.013191209,1.357142857,1,4648,0.928571429,Asafa POWELL,1151.202683,1,5,1
2005,23,10.08375,9.9275,9.77,0.013335714,1.25,1,1614,0.75,Asafa POWELL,1151.202683,4,5,1
2006,24,10.0015,9.9725,9.77,0.021019737,1,1,4658.05,0.95,Asafa POWELL,1151.202683,3,5,1
2007,25,9.990666667,9.976666667,9.74,0.020180952,1.2,1,3842.733333,1,Asafa POWELL,1151.202683,2,5,1
2008,26,9.953333333,9.946190476,9.72,0.020424762,1.476190476,1,3649.571429,0.952380952,Asafa POWELL,1151.202683,1,5,1
2009,27,10.01391304,10.00130435,9.82,0.015120949,2.043478261,1,4493.086957,0.913043478,Asafa POWELL,1151.202683,4,7,1
2010,28,9.939,9.884,9.72,0.015826667,1.2,1,1300.5,0.7,Asafa POWELL,1151.202683,3,7,1
2011,29,10.00545455,9.927272727,9.78,0.005681818,1.181818182,1,1104,0.909090909,Asafa POWELL,1151.202683,2,7,1
2012,30,10.00333333,9.958888889,9.85,0.011536111,1.888888889,1,2582.222222,1,Asafa POWELL,1151.202683,1,9,0
2014,32,10.0675,10.04125,9.87,0.019783929,2.125,1,7210.875,1,Asafa POWELL,1151.202683,3,9,0
2015,33,9.954210526,9.963157895,9.81,0.006745029,1.631578947,1,1784.105263,0.894736842,Asafa POWELL,1151.202683,2,9,0
2016,34,10.07,10.025,9.92,0.00675,1.928571429,1,3946.571429,0.928571429,Asafa POWELL,1151.202683,1,9,0
2017,35,10.15714286,10.15428571,10.08,0.002195238,2.857142857,1,11412.85714,1,Asafa POWELL,1151.202683,5,9,0
2018,36,10.23,10.24,10.24,0,4,4,22081,1,Asafa POWELL,1151.202683,4,9,0
2019,37,10.28375,10.2025,10.02,0.007507143,2.75,1,18762.875,1,Asafa POWELL,1151.202683,3,9,0
2021,39,10.52,10.07,10.07,0,2,2,4606,0,Asafa POWELL,1151.202683,1,9,0
2007,22,10.54,10.25,10.25,0,1,1,23770,0,Ashhad AGYAPONG,1144.561396,2,9,0
2008,23,10.34166667,10.19,10.13,0.00352,1.333333333,1,15929.33333,0.5,Ashhad AGYAPONG,1144.561396,1,9,0
2009,24,10.48,10.23,10.23,0,1,1,20480,0,Ashhad AGYAPONG,1144.561396,4,9,0
2012,27,10.505,10.3,10.3,0,3,1,33876,0.5,Ashhad AGYAPONG,1144.561396,1,9,0
2014,21,10.42666667,10.24,10.21,0.0009,2.333333333,2,22317.66667,0.666666667,Aska CAMBRIDGE,1127.759152,3,9,0
2016,23,10.19333333,10.18222222,10.1,0.003944444,2,1,15232.88889,1,Aska CAMBRIDGE,1127.759152,1,9,0
2017,24,10.285,10.1225,9.98,0.005602273,2.583333333,1,9478.916667,0.583333333,Aska CAMBRIDGE,1127.759152,5,9,0
2018,25,10.28090909,10.20545455,10.12,0.002387273,2.181818182,1,17665.36364,0.818181818,Aska CAMBRIDGE,1127.759152,4,9,0
2019,26,10.33333333,10.24,10.2,0.0028,4.333333333,2,22937.33333,1,Aska CAMBRIDGE,1127.759152,3,9,0
2020,27,10.196,10.176,10.03,0.008848889,1.7,1,15942.8,1,Aska CAMBRIDGE,1127.759152,2,9,0
2021,28,10.40666667,10.26666667,10.24,0.000533333,3,1,26947,0.666666667,Aska CAMBRIDGE,1127.759152,1,9,0
1986,21,10.38,10.26,10.26,0,2,2,25590,1,Atlee MAHORN,1140.106017,3,9,0
1988,23,10.13,10.28,10.28,0,2,2,29380,1,Atlee MAHORN,1140.106017,1,9,0
1990,25,10.37,10.18,10.18,0,1,1,13525,1,Atlee MAHORN,1140.106017,3,9,0
1991,26,10.36666667,10.14666667,10.01,0.015233333,3.666666667,2,13177.33333,0.666666667,Atlee MAHORN,1140.106017,2,9,0
1992,27,10.3,10.16,10.16,0,2,2,11386,1,Atlee MAHORN,1140.106017,1,9,0
1993,28,10.2425,10.225,10.2,0.000566667,3,1,19824.5,1,Atlee MAHORN,1140.106017,4,9,0
1992,19,10.38666667,10.27,10.22,0.0019,1,1,28109.66667,1,Ato BOLDON,1147.236581,1,9,0
1993,20,10.3,10.23,10.23,0,1,1,20480,1,Ato BOLDON,1147.236581,4,3,1
1994,21,10.30333333,10.10333333,10.07,0.001733333,3,2,6903.333333,0.666666667,Ato BOLDON,1147.236581,3,3,1
1995,22,10.153125,10.135,10.01,0.00728,1.875,1,11174.5,0.9375,Ato BOLDON,1147.236581,2,3,1
1996,23,10.06526316,10.03684211,9.9,0.00845614,2.117647059,1,4634.736842,0.947368421,Ato BOLDON,1147.236581,1,3,1
1997,24,10.08454545,10.02727273,9.87,0.013641818,2.545454545,1,5047.818182,0.909090909,Ato BOLDON,1147.236581,4,2,1
1998,25,10.02190476,10.00380952,9.86,0.010754762,1.65,1,3808.142857,0.904761905,Ato BOLDON,1147.236581,3,2,1
1999,26,10.04125,9.98125,9.86,0.012869643,1.375,1,3110.375,0.875,Ato BOLDON,1147.236581,2,2,1
2000,27,10.15238095,10.09095238,9.95,0.008049048,2.277777778,1,7795.809524,0.857142857,Ato BOLDON,1147.236581,1,2,1
2001,28,10.15764706,10.10823529,9.88,0.013577941,2.235294118,1,10421.35294,0.823529412,Ato BOLDON,1147.236581,4,9,0
2002,29,10.42,10.24,10.23,0.0002,7,6,22125,0.5,Ato BOLDON,1147.236581,3,9,0
2003,30,10.31,10.22142857,10.09,0.006047619,4.285714286,1,21262.14286,1,Ato BOLDON,1147.236581,2,9,0
2004,31,10.08,10.11,10.09,0.0008,1.5,1,7154.5,1,Ato BOLDON,1147.236581,1,9,0
1984,24,10.26,10.225,10.18,0.00405,2,2,20488.5,1,Attila KOV¨¢CS,1118.43956,1,9,0
1985,25,10.16,10.27,10.27,0,1,1,27452,1,Attila KOV¨¢CS,1118.43956,4,9,0
1986,26,10.35,10.27,10.26,0.0003,1.5,1,27574.66667,0.666666667,Attila KOV¨¢CS,1118.43956,3,9,0
1987,27,10.3075,10.205,10.09,0.004371429,2.125,1,18235,0.875,Attila KOV¨¢CS,1118.43956,2,9,0
1988,28,10.43,10.256,10.17,0.00253,2.2,1,25748.8,0.8,Attila KOV¨¢CS,1118.43956,1,9,0
1991,31,10.53666667,10.26333333,10.23,0.001233333,3,1,26648.66667,0.333333333,Attila KOV¨¢CS,1118.43956,2,9,0
1993,33,10.46,10.28,10.28,0,2,2,29380,1,Attila KOV¨¢CS,1118.43956,4,9,0
2009,25,10.44,10.246,10.17,0.00248,2.4,1,23956.8,0.4,Aziz OUHADI,1125.5,4,9,0
2010,26,10.365,10.27,10.26,0.0002,4.5,3,27485,1,Aziz OUHADI,1125.5,3,9,0
2011,27,10.28428571,10.21857143,10.09,0.00309011,1.928571429,1,19825.92857,0.928571429,Aziz OUHADI,1125.5,2,9,0
2012,28,10.37333333,10.22333333,10.1,0.011433333,1.666666667,1,22426,0.666666667,Aziz OUHADI,1125.5,1,9,0
